sentence	label
We 'll go together . 	0
Thar she blows . 	0
Not on your life . 	0
People close to . 	0
[LOCATION] ? 	0
Say that 's right . 	0
[PERSON] hey hey hey . 	0
The normal stuff . 	0
[LOCATION] something . Ooh ! Wait till they hear about this in [LOCATION] . 	0
[LOCATION] ? 	0
What was his name ? Fungole . 	0
Where ? 	0
Did I hear you say trumped-up war ? 	0
What was I taking ? 	0
Have you seen any of these documents ? 	0
Dial 999 . 	0
[LOCATION] field [PERSON] force base . 	0
No listen . 	0
The King . 	0
Right sir . I 'll check all decks below . 	0
[PERSON] where are you ? 	0
Wait a second . 	0
[LOCATION] and simple . 	0
[LOCATION] ... is a ... 	0
[LOCATION] ! 	0
[LOCATION] book . 	0
You ¿ ? 	0
Thank you . 	0
Just ... 	0
[LOCATION] immigration runs the network is suspected of being behind the attack . 	0
Oh wait hold it . 	0
Not living it . 	0
I keep telling him we should call [PERSON] . 	0
No . 	0
Who got it [PERSON] ? Who 's the new head ? 	0
Come on ! 	0
Let 's see if they can sustain it . 	0
[LOCATION] from 10 backwards . 	0
I was just about to phone you . I hope I 'm not disturbing you . 	0
Come in . 	0
We should take her home . 	0
I know you had visions of that monster Mounted in the [ORGANIZATION] . 	0
That 's it . 	0
Yeah . Yeah . - [LOCATION] . 	0
We 're gon na have to make connections with a bigger bird . Non-stop ? 	0
[LOCATION] anybody else need a receipt ? 	0
And so we have our first report from inside the bank . 	0
'Bye Junior . 	0
Well it looks like I was n't the one who needed the longer legs huh [PERSON] ? 	0
Forget it . 	0
[LOCATION] has nothing . 	0
You get the rest of them ? 	0
What ? 	0
[LOCATION] ? 	0
What did you see when you were here ? 	0
All right . 	0
To make boats ? 	0
You 're right . 	0
I know everything [PERSON] . 	0
once we learned to split the atom . 	0
concerns the monster . 	0
We 're heading for a place called [LOCATION] . 	0
[LOCATION] . 	0
What is this ? 	0
Let 's go . 	0
Yeah all right . 	0
It 's very expensive . 	0
The one thing I have is time . 	0
That will be more than enough . 	0
That new thing . Television . 	0
[PERSON] [ORGANIZATION] ! 	0
I was asking for directions . 	0
Yeah shut that door . 	0
No . 	0
Gentlemen ... 	0
How do you mean ? 	0
And other stuff . 	0
There 's no other word for it . 	0
Secure the roof . 	0
[LOCATION] . 	0
We need blood to survive . 	0
You 're right . 	0
Then do n't say it . 	0
[PERSON] [ORGANIZATION] . 	0
Okay you 're driving right now . 	0
Ask him ! 	0
[LOCATION] ! 	0
Just so you know I left my badge at home . 	0
King [PERSON] 's boys . 	0
No . 	0
We 've got some adjustments you 've got 1 5 minutes . 	0
Professor . 	0
Let me try . 	0
Put this on . 	0
The detective had come from [LOCATION] to investigate a murder in the village . 	0
[LOCATION] ! 	0
Well whoever wants to stay is sitting in a chair or sleeping on the floor . 	0
Congressman Watts . 	0
I do not repent . 	0
[LOCATION] brophy I am father [LOCATION] . 	0
It 's the cone-ilingus move . Why do n't you take a lick Of this candy stick 	0
[PERSON] Christmas milord . 	0
I 've kept it in my pocket for 30 years . 	0
We watched from a distance . 	0
We got a locked door over here . 	0
You say you got it indirectly from [LOCATION] ? 	0
Oh sure . 	0
It 's over . 	0
Fuck it ! 	0
What 's funny ? 	0
What 's this ? 	0
Except I never fooled myself . 	0
[LOCATION] na make sense ? 	0
And maybe even a dome . 	0
This way please . 	0
You got a pen ? You want me to fill it out now ? 	0
Qualified ? 	0
So where were we ? 	0
What 's the [ORGANIZATION] ? 	0
[PERSON] 's here ! 	0
Your elbow ! 	0
I 'm talking about your case . 	0
What ? 	0
Uh-oh ! 	0
No she is you . 	0
I see six sides to every risk and 12 reasons not to take it . 	0
In the dirt . 	0
In [LOCATION] ? 	0
I 'm sending someone over . Her name is [LOCATION] . 	0
[LOCATION] . 	0
No one asked her to worry about me ... 	0
What you do is you make 'em sign a form and you tell 'em 	0
[LOCATION] phase 18-karat gold alligator band . 	0
A request of marriage it has not been cheeping . 	0
Hey you oughta shave honey . 	0
The only way we can straighten this out is by hearing what [PERSON] has to say . 	0
Have you got anybody with you ? 	0
My girlfriends and I have been driving all day . 	0
Not even a perhaps or a maybe ? 	0
Do n't wear it out . -What 's the problem ? 	0
What others ? 	0
That 's not so bad . 	0
What for ? 	0
I was a young doctor asked to do something like this . 	0
The best ? 	0
It could help us win . 	0
It 's hot . 	0
The radars are down . 	0
Oh good . - [LOCATION] . 	0
What do you want to see me about ? 	0
I have a fiancé . 	0
Whistling [PERSON] . My costume 's like the one you wore in That [PERSON] Mrs. Markham . 	0
Get out of here [PERSON] . 	0
Oh and uh ... 	0
It was the start of a new age . 	0
Are you ? 	0
I had a meeting . 	0
You see my old man he used to drink a lot . 	0
[LOCATION] would know . 	0
I 'll meet you there . 	0
You know what to do . 	0
[LOCATION] ! 	0
[PERSON] [PERSON] . 	0
I had a thought . 	0
Yeah I got it . 	0
[LOCATION] ! 	0
[PERSON] [ORGANIZATION] . 	0
While on my staff you 'll communicate with [PERSON] through me . 	0
[LOCATION] in the dirt and half out . 	0
[LOCATION] ? 	0
[LOCATION] ! 	0
I believe that [PERSON] is a great and important man who is trying to restore himself and can not survive without me . 	0
You and some of the boys take [PERSON] here out to [LOCATION] . 	0
[PERSON] [LOCATION] into the longboat with you ! 	0
We just had to try . 	0
His wife was [LOCATION] . 	0
Check this out . 	0
It 's not just sleeping . 	0
You have a resemblance to him . 	0
I 'm carrying [PERSON] 's child . 	0
Like [PERSON] . 	0
What is it ? 	0
Get her back for me please . 	0
lt 's pretty cut-and-dried . 	0
No ? 	0
They 're real . 	0
[LOCATION] report ? 	0
[LOCATION] . 	0
So there we were . 	0
[LOCATION] readiness status in five minutes . 	0
[LOCATION] ! 	0
No I will . 	0
Louis I do n't want to hear it . 	0
Let him Oscar . 	0
Not a word of this to anyone . 	0
[GSP] . 	0
That 's for sure . 	0
Slip the jab [PERSON] ! 	0
Take up the slack . 	0
A sense that she 's guided by a force beyond herself . 	0
Oh I forgot . 	0
[LOCATION] and the brothers are gon na pray dhuhr together . 	0
Now I ca n't cook . 	0
But what 's that thing in my back pocket . 	0
Every man to his station ! 	0
I do n't get this . 	0
What ? Were you all set on being chief deputy ? [PERSON] ... 	0
Checked in at the [ORGANIZATION] . 	0
He 's close to me . 	0
You should see it . 	0
Well you have been going through a lot . 	0
[LOCATION] . [PERSON] . 	0
Yeah sure . 	0
What ? 	0
[LOCATION] . 	0
'Who [PERSON] ? 	0
When do we start mate ... 	0
Ask . 	0
[LOCATION] . 	0
Big teeth dada ! 	0
Oh no . No Dirk could never do anything like that . 	0
Yes . 	0
Since we are nearing the island of Crespo You will have an opportunity of selecting your own food . 	0
I 've forgotten the [LOCATION] for [ORGANIZATION] . 	0
Only former ones ... or future . 	0
You got it ? 	0
[LOCATION] ? 	0
What 's your name ? Seth . 	0
They 're hoping that their problems will just go away . 	0
It 's gon na -- it 's gon na be okay . 	0
I will . 	0
[PERSON] [PERSON] ! 	0
people might read about it in cafes in certain [LOCATION] [LOCATION] cities . 	0
Never let them see you ache . That 's what [PERSON] used to say . 	0
You called me Dad . 	0
[LOCATION] refers to [PERSON] 's Descent Each year has 24 climatic periods ... 	0
In the first place this young lady is under exclusive contract to [PERSON] of course and he can not discuss her future availability at this time . 	0
There 's coffee on the stove . 	0
Can I sleep for five minutes ? - No ! - [PERSON] ? 	0
[ORGANIZATION] Director Vice Admiral 	0
Do me a favor ? 	0
Hey what are you doing ? 	0
Come on Hawk ! Get him up ! Get him up ! 	0
Most of us have given them up . 	0
There 's one other thing . 	0
I took it down to [PERSON] . 	0
[LOCATION] . 	0
My wife went to a lot of trouble . 	0
[PERSON] [ORGANIZATION] . 	0
Yeah . 	0
I never wrote it . OK. Fine . 	0
[LOCATION] baby . 	0
I do n't understand what 's going on today . 	0
And [PERSON] ? 	0
I 've had seven years in the [ORGANIZATION] . 	0
Special advisor ? 	0
But no Katya . 	0
I do not have even his cadaver . 	0
[LOCATION] . 	0
There 's no radio or wireless as you call it in this hut that I know of . 	0
[LOCATION] [PERSON] . 	0
Look I 'm just an old man . 	0
[ORGANIZATION] of [LOCATION] and [PERSON] publishers drunk or sober . 	0
I saw it as a chance to make amends for my past mistakes . 	0
You got ta give me some time . 	0
[LOCATION] to what ? 	0
I 'll need to run this by my State Councilor for [ORGANIZATION] . 	0
[LOCATION] : Hello how are you doing sir ? 	0
Well the thing is [PERSON] this is n't [PERSON] 's office . It 's mine . 	0
Come back . 	0
[LOCATION] . 	0
I wear them to dance and to show myself but I feel afraid in shoes and I feel safe with my feet in the dirt . 	0
[LOCATION] . 	0
The constable ? 	0
And now what are we going to do ? 	0
I 'm sorry sir . 	0
'cause if you take two big bites and just swallow it It could get stuck in your throat . 	0
There ai n't a picture in one of 'em . Yeah .... 	0
You ca n't use any of it ? 	0
I 'll be out in a minute . - There 's no hurry . 	0
Any sign of the sub ? -What do you think ? 	0
Yes sir . 	0
I 'm trapped inside it . 	0
I have n't thought that far ahead . 	0
You do n't exactly look like neighbors . 	0
Perhaps next time . 	0
Do you know where [PERSON] is now ? 	0
Go back to the police . 	0
What ? 	0
I want to show you something . 	0
I mean you know if it had to be one of them . 	0
[LOCATION] ? 	0
It 's not right . 	0
Let 's set perimeters . X-Ray Bad Karma . 	0
Thank you . 	0
[PERSON] [ORGANIZATION] and [ORGANIZATION] . 	0
All right ! 	0
All right . 	0
Come here . 	0
Come on . 	0
Yeah but it 's flowing through me boss . It 's flowing right through me . 	0
They 're restarting the committee . 	0
A whole chest of gold silver and diamonds . 	0
May it please the court . 	0
On the advice of counsel I decline to answer . 	0
I met him in [LOCATION] . 	0
I thought ... 	0
I got it right here . 	0
Gross me out . 	0
She does n't know . 	0
[LOCATION] epithets are not permitted . 	0
If you 're dirty you 're going . 	0
No . 	0
It is completely well now mother . 	0
We 've got you clear . 	0
You okay ? 	0
It 's the chief . 	0
But the second time she was dead . 	0
So did you ! 	0
That 's easy . 	0
OK . 	0
Hsiao-tsing ! 	0
Right here this meadow 's big enough . 	0
We rented this ski cabin a couple winters when I was a kid . 	0
So ... 	0
You want it [PERSON] . 	0
But I have done it in four . 	0
[LOCATION] is only possible through repentance . 	0
You know [PERSON] ? 	0
Want some candy ? 	0
[PERSON] ? 	0
You 'll think about it ? 	0
There are worse ways to go . 	0
This is exactly when we should strike . 	0
This is [PERSON] . 	0
That 's it then . We 're in the rusa tikas business . 	0
[LOCATION] ... just visiting . 	0
Thank you Miss [LOCATION] . 	0
We 're not asking you to build the beastly rockets or push the button . 	0
Not at all . 	0
I could n't wait so I 'll just jump in the car . 	0
[PERSON] [ORGANIZATION] . 	0
It was [PERSON] 's cuff link . 	0
I 'm commercial . 	0
Do n't think about it okay ? 	0
Oh . 	0
You do n't need damages . You have intent . 	0
Since when ? 	0
No one else . [PERSON] ... 	0
I was surprised she called . 	0
Seth what ? 	0
You 've been asleep almost three weeks . 	0
You know how protective mothers can be . 	0
I can see through you to the garage beyond . 	0
My firm has been working for you for a long time . 	0
[LOCATION] . 	0
You ca n't . 	0
Saree ? 	0
I guess for the first time in my life lame starting to accept that . 	0
It is the assistant chief 's office ! 	0
We should go into business . 	0
[ORGANIZATION] was only the beginning . 	0
Take it easy ! 	0
And another ! 	0
No phones allowed . 	0
Being mean is part of my job . 	0
Yes sir . 	0
The necessary preparations ... 	0
Where did you hide the bikes ? 	0
Hastings . 	0
No er ... No . We 're just going out . 	0
Give him the keys . 	0
Make it no drill . - Yes sir . 	0
[LOCATION] and I were just getting coffee . 	0
It means I have n't forgotten whose court I 'm on . 	0
We can talk about it tonight . 	0
[PERSON] was married to my sister . 	0
What do you say mayii ? And let me keep this soul forever ? What do you say mayii ? 	0
[LOCATION] birthday . -Thank you . 	0
Or just plain insane ? 	0
It received money of the [PERSON] ? 	0
I 'm [PERSON] . 	0
See ? - I see . 	0
I left the firm and I started my charity . 	0
Most people will feel good riddance . 	0
A cult I do n't know . 	0
Where did it go ? 	0
Imagine the possibility of your brain your consciousness stored digitally in real time . 	0
[PERSON] did . 	0
Well they got all excited over there . 	0
My head 's a little busy right now . 	0
The [LOCATION] can be beaten . 	0
Let 's get a move out ! 	0
Hey . 	0
[ [ORGANIZATION] rings ] Enter please . 	0
Then on a few mornings ... She saves the fluid that comes out when she removes her diaphragm . 	0
I wo n't give you two tattoos . 	0
Have you ever dealt with captains ? - No . 	0
The woman . 	0
No I 'll try him later . 	0
The black in blue fighting for his life . 	0
Just think of it as a little bonus . 	0
What 's your electricity bill like ? 	0
Do I hear reindeer on my roof ? 	0
By next Friday you 'll have your money . 	0
The church was closed . The only place open was a 7-11 . 	0
Put this man on report . 	0
It 's just a picture of a baby . 	0
Enter ! 	0
You ca n't go to a kids ' party without a kid . 	0
This report ? - No . 	0
Your [PERSON] is here . 	0
Yeah we 're just like clockwork . 	0
Mother open . 	0
And we 'll have a bottle of that fancy [LOCATION] champagne too . 	0
That 's what I assumed . 	0
[LOCATION] [PERSON] what do you think ? 	0
[LOCATION] a talisman ! 	0
Our psychology and handwriting gurus tried to fault them . 	0
You can say that again . 	0
You know the defendant [PERSON] ? 	0
Since my name has become connected with [ORGANIZATION] matters in quite a big way in this country 	0
[LOCATION] ? Aw come on . You 've got just as many unsavory types here . 	0
What 's wrong with the limo ? - The limo is buried . 	0
[LOCATION] is part of a secret government organization . 	0
Get some sleep . 	0
No that 's rent . 	0
Just play it cool . 	0
[PERSON] [ORGANIZATION] . 	0
No thanks . 	0
Yeah it probably is too . 	0
Ideas for life . 	0
I think I 've cried more this year than I 've ever cried in my life . 	0
Well I 'm not . You get this . When I get to [ORGANIZATION] is mine . 	0
422 Mountain Estate Drive . 	0
Are you a relation of hers ? Oh no . No relation . 	0
You 're my boss that 's it . 	0
I know about wanting more . 	0
I [PERSON] do solemnly swear ... 	0
[LOCATION] is going to phone [PERSON] at the hospital today . 	0
[LOCATION] . 	0
Say how is it out there ? 	0
The sanctions are meant to target the oligarch class in [LOCATION] . 	0
We need the last word last blow last move . 	0
Ripping out phones urinating on desks . 	0
That is not worthwhile completely . 	0
There are very clear efforts to engage in covert programs and to keep the knowledge of those programs away from people even in positions of constitutional authority . 	0
I 'll just take my tail and I 'll pick the lock like this ! 	0
You 're all red ! 	0
What talk ? 	0
PC 6 of 3 ... - Oh . 	0
You 've beaten their whole apparatus . 	0
[LOCATION] . 	0
So it 's a done deal . 	0
Kiddo I 've got to move some cars 	0
Have you thought for a moment about anybody else but yourself and your obsession with 14 letters of the alphabet arranged in a hyphenated name ? 	0
All the way from [LOCATION] you might say . 	0
How did he ... 	0
That 's a relief . 	0
please ! Look ... 	0
What 's your name ? - [PERSON] . 	0
They bought 'em fixed them up . I paid attention . 	0
femininity and the means of taking advantage of it . 	0
That 's it . 	0
Tommy The [ORGANIZATION] ! 	0
Yes sir . 	0
Come here ! 	0
Who told you that ? 	0
Maybe she made a man feel like that who actually acted on his fantasy . 	0
What ? 	0
You 'll have to cut us some slack . 	0
That 's not true . 	0
You wo n't believe me but I said it before you . 	0
You keep your mouth shut . - My bloody oath ... 	0
Where is he ? 	0
You 'll have to do it again . 	0
[LOCATION] out the top portion 	0
[LOCATION] . 	0
Nimbly ! 	0
6400 pounds . 	0
No ? 	0
How 's she doing ? 	0
[LOCATION] ! 	0
Some writers can only work in obscurity . 	0
I was talking to her . 	0
Serves her right . 	0
[PERSON] 's a common name . So is [PERSON] . 	0
[LOCATION] by to fire another full pattern . 	0
Right [PERSON] . 	0
[LOCATION] ! 	0
Go on in . 	0
Come with . 	0
I canvassed where I thought they could have her . 	0
[LOCATION] peace . 	0
[LOCATION] army place . 	0
Burn them all away . 	0
I 'll show you what we have . 	0
He is talking about the siege . 	0
Say it ! 	0
[GSP] 's metaphors are becoming rather scatological . 	0
No you know the lingo out there . 	0
I 'll be right out . 	0
You going somewhere ? 	0
I do n't know . 	0
[LOCATION] . -Great . Okay that 's it . 	0
[PERSON] did you do ? 	0
Defensive formation one . 	0
I knew her name from the [ORGANIZATION] poems which I 'd found among [PERSON] 's manuscripts . 	0
Where 's your key ? 	0
He wo n't miss it . Thank you . 	0
I 'm a patriot . I serve . 	0
They 've been cut to pieces . 	0
Well I would n't know a real one from a fake one . 	0
Come on [PERSON] . 	0
I will send the address . 	0
Is the captain crazy or is n't he ? 	0
It 's it 's two hours yet 'til feeding time . 	0
So we knew ... 	0
No . 	0
We can use it to cover up the windows . 	0
[LOCATION] police officers may not be the best candidates for our purposes . 	0
I 've been aboard the [LOCATION] too long . 	0
I met him after . 	0
You might want to think about coming clean . 	0
They ca n't get us in [LOCATION] in the [ORGANIZATION] . 	0
Imagine what this has done to my timing . Do n't . 	0
This whole thing wo n't just disappear though . 	0
I would never believe that . Never . 	0
Are we ? 	0
The [ORGANIZATION] will have something to say about that . 	0
That 's right . 	0
You used seduction you used love . 	0
[LOCATION] ! 	0
They probably have n't seen you . All right . Here . 	0
Number two : A suitcase of dispatches with the key in the lock . 	0
You would n't close him down if you were [PERSON] would you ? 	0
[LOCATION] 's on schedule today ! 	0
We have no legal recourse . 	0
[LOCATION] full it is sir . 	0
My first instinct as a dad you want to go out and look . 	0
Tell her we 're waiting . 	0
Some courts have ruled that this immunity also covers illegal content . 	0
Well he 's gone to 1000 . 	0
With [PERSON] . 	0
[LOCATION] tea . 	0
If I could lie it down I would ! 	0
[LOCATION] me . I had a machaca burrito for breakfast . 	0
l swear on the [ORGANIZATION] nobody knows ! 	0
So why am I here ? 	0
The fourth notebook is a deal-breaker . 	0
[LOCATION] ! 	0
Come on come on come on . 	0
Well ! 	0
No one else could do it so long . 	0
The woman was in the other room . She saw everything . Everything . 	0
[LOCATION] . 	0
I ca n't agree to the terms without the approval of my State Councillor for [ORGANIZATION] . 	0
Our island is peaceful . 	0
He wants to be a boy nun . 	0
[LOCATION] off all four boilers . 	0
But I need to know where it is . 	0
Damn it Hob you know that 's not fair . 	0
The toilets . 	0
Showed this base which had geometric shapes . 	0
Right where it is . 	0
Hawkins ! 	0
But you know how it goes . 	0
Sure . 	0
I 'd rather not . 	0
Five minutes only ! 	0
[LOCATION] . 	0
[LOCATION] . 	0
I figured that . 	0
No . 	0
At once . 	0
I mean [LOCATION] ? 	0
You saw yourself on a battleship ? 	0
[LOCATION] . 	0
It is something how this thing comes out of your fingers and ... 	0
Still backing your [LOCATION] [PERSON] ? 	0
If the president regains his office ... 	0
This could all be a setup . 	0
Shared a tent with [PERSON] . 	0
Your response has been noted . 	0
We 'll reveal all their secrets . 	0
President [PERSON] . 	0
They 'll never ride the prairie with me ? 	0
Yeah . You want to come over ? 	0
A mild charge of electricity [PERSON] ... 	0
It 's a big gated compound . Only one road in about a mile off the highway . 	0
That did n't count . 	0
Up ! 	0
I 've got it . 	0
It 's hard this fight . 	0
Actually that was a lot smaller . 	0
Here he goes again . 	0
The evidence does n't tell the whole truth . 	0
[LOCATION] else inside ? 	0
[PERSON] [PERSON] . Can we do [PERSON] ? - What ? 	0
There was an invitation extended from the [LOCATION] to some 40 world scientists to come to [PERSON] outside of [LOCATION] where the pontifical observatory is . 	0
Not today . It will be whenever it will be . 	0
What are you afraid of ? 	0
Here we are ! 	0
That 's the word sir . 	0
It is a rela ... teva ... camenza ... 	0
You toss the money and I release [PERSON] . 	0
[LOCATION] ? For goodness sake you have your lighter with you . 	0
No . 	0
It was the piece of paper what we found in the hearth . 	0
Oh you mean the night the pipes froze and the heat went out ? 	0
No Juliette . 	0
Now . 	0
What about ten commendations for valour and the best felony arrest record in the history of this department ? 	0
When we learned about Backpage it was on the Internet . 	0
All right . 	0
More . 	0
Hi Jane . 	0
Here ! 	0
On a run every outlaw biker chapter rides in strict formation . 	0
Of course give him quinine . 	0
Thank you . 	0
How 's yours ? 	0
She ran away two more times . 	0
See [ORGANIZATION] is no different than the rest of the country . 	0
I do n't know . [PERSON] . 	0
[PERSON] [PERSON] . - Yes sir . 	0
Who 's the girl ? 	0
It took me a while but ... did you get his name ? 	0
Something to drink sir ? 	0
Higher ! 	0
[ORGANIZATION] Resolution 377 only authorizes the [ORGANIZATION] to file suit against [LOCATION] to enforce its subpoena . 	0
Or if it was planted inside the sound equipment ? 	0
What could I do ? 	0
I 'd like to know where does the attorney general stand on this ? 	0
I 'm working eight days a week . 	0
Does n't he look scared ? 	0
I 'm actually looking for someone and I was wondering if you could help . 	0
I said I was busy . And she said what did I have to lose ? 	0
Where do they get those numbers ? 	0
One cop per car . 	0
Are you all right [PERSON] ? 	0
Signed by the pope . Mrs ... 	0
Comprised of some of the most respected physicists and astronomers of the day the [ORGANIZATION] panel was tasked with providing a fair and independent academic analysis of the [ORGANIZATION] case files . 	0
[LOCATION] has it . 	0
And then he says 	0
She has my card . 	0
There is no Aunt Helen . 	0
You do n't know my mother . -l do n't . 	0
That means only one thing to me whether you 're a director or a janitor in one of my plants . 	0
That brought it down . 	0
I have of renting a car immediately ! 	0
No . 	0
[GSP] 's mother is dead . 	0
[PERSON] ? 	0
Where can we reach you ? 	0
Thank you . 	0
Only two chicks but we can share ... 	0
Police business . 	0
Get in ! 	0
I 'm not interested in selling newspapers or in debating good and bad taste . 	0
You 've been in a foundering ship ? 	0
like what ? 	0
I do n't know . 	0
So why is Backpage liable ? 	0
But you 're talking to the wrong man . 	0
Cooks a meal and then to readin ' . 	0
Senor Quinones . 	0
Right . 	0
There 's something called life And something called death . 	0
Yeah . This evening 8:30 . 	0
[LOCATION] ! 	0
[LOCATION] up . 	0
Do n't lay down . 	0
What for ? 	0
People do when they 've been ill . 	0
[LOCATION] ha . Here ? 	0
I would like you to meet my son [PERSON] . 	0
I never touched a gun in my life . 	0
Let 's dance . 	0
Praise our [ORGANIZATION] . 	0
All right ! 	0
Second best just made full professor at [ORGANIZATION] . 	0
Anyway I 'm not your problem . 	0
If you get to the [FACILITY] you 're gon na need the Speaker more than she needs you . 	0
[LOCATION] sir . 	0
It still did not notice what the [ORGANIZATION] does it have a few jealousies out of the normal one ? 	0
When he would say that the military guy would cut in and say that he 's now at 2 o'clock or 3 o'clock and he would confirm the position . 	0
[LOCATION] could accuse you of mingling a business conference with one of the richest men in the world . 	0
We do n't have jurisdiction over the computer . 	0
That smarts ! 	0
Yeah . 	0
[PERSON] I do n't know how to play this person and I do n't know who she is . 	0
No just a pair of khaki shorts and some hiking boots ! 	0
I was posing as his next of kin . 	0
Keep a look at that OK ? 	0
No . 	0
Of course . You 've got a tap on us . 	0
There is ? 	0
Yes sir . We thought of that as our most likely case . 	0
This ai n't a charity . 	0
It had no strychnine . 	0
[LOCATION] . 	0
'Now it is up to you . 	0
[LOCATION] can I have the plate ? 	0
I know the code of ethics . 	0
See him ? 	0
Will he ever ? He seems indestructible . 	0
You want we should interrogate it Inspector ? 	0
[LOCATION] ! 	0
I just got a message to call you . 	0
He found me that night . 	0
Is everything okay ? 	0
[PERSON] was engaged in the exercise of his command the [ORGANIZATION] being at war . 	0
[LOCATION] ... 	0
Except the truth ? 	0
I 'm a journalist . 	0
( shushes ) - We 're going out . 	0
The news excites people . - [PERSON] . 	0
Put it there partner . 	0
Should we have his team pull him out ? - No . We wait . 	0
[PERSON] 's greetings Mrs Balboa . 	0
These notes led you to tell [PERSON] ... That the murderer was sterile ? 	0
This is a Nuke for every mood . 	0
For you . 	0
[LOCATION] ! 	0
What 's wrong ? 	0
Mind that post ! 	0
[LOCATION] 's still moving heading towards the number two stairwell . 	0
Because her daughter 's photos are still online 	0
The current ratio equals current assets Divided by liabilities . 	0
I need you to help me . 	0
l hope you 'll be one of them . 	0
[LOCATION] . 	0
A sense of humor . 	0
Up yours ! 	0
What did he say ? 	0
Earlier this evening I was at the 23 on 104th Street between [PERSON] and 3rd . 	0
[PERSON] [ORGANIZATION] . 	0
[PERSON] [ORGANIZATION] . 	0
Hear hear . 	0
Starts ... shooting around . 	0
Nine eight seven ... 	0
[LOCATION] extra lookouts . 	0
[PERSON] [PERSON] just called . 	0
You just did . 	0
Give some give food . 	0
Back to the motel . 	0
Take that Shaheed . 	0
I 'm on my way . 	0
[LOCATION] . 	0
I 'll take that . 	0
What 's going on ? 	0
Can I call you [PERSON] ? 	0
No ! 	0
Got it . 	0
So it 's their baby not ours . 	0
And you said yes . 	0
Hold on . 	0
Not that either . 	0
[LOCATION] . 	0
Excuse me . 	0
They both fell . 	0
Where is it hidden ? 	0
Protection for the new age . 	0
Well okay . 	0
Wrong one . 	0
[LOCATION] 's missing . 	0
They asked me to take their picture . 	0
Cos I know you . 	0
I mean the commissioner and the mayor decided not to set a precedent inviting every maniac in this city to kidnap someone . 	0
I gave her a pill she 's good for another two hours . 	0
Then I decided to give them all a rest from wonderful me let them talk [LOCATION] for a while . 	0
Their scientists are properly equipped . 	0
You have one minute . 	0
On the double . 	0
And [PERSON] throws a hard right hand that stuns [PERSON] . 	0
He said that it was to poison a dog . 	0
[LOCATION] . 	0
The old man he 's a cripple . 	0
It 's a Ford . 	0
She ai n't going nowhere . 	0
Do you have me now ? 	0
[LOCATION] . 	0
I 'll make amends . 	0
[PERSON] 's [PERSON] ... 	0
There must be a lot of competition for that corner . 	0
Oh nothing . 	0
You do ? 	0
[LOCATION] ! 	0
[LOCATION] ! [PERSON] what a day . 	0
[LOCATION] ... beachhead ... wiped out ? 	0
[LOCATION] . 	0
[LOCATION] another rat and then we got ta find out about their habits . 	0
That 's a reasonable question . 	0
Oh I 'll find some place to stay . 	0
[LOCATION] this is Mr and [PERSON] and that 's the $ 3000 stereo system and the console TV . 	0
You think so ? Of course look at [ORGANIZATION] Fried Chicken . 	0
Did you know that the count is [PERSON] understanding with the [LOCATION] ? 	0
Yeah . 	0
[LOCATION] him I said so . 	0
Yeah I might . Or I might want to meet him . 	0
That would be [PERSON] . 	0
[PERSON] [ORGANIZATION] . 	0
It takes only ten minutes to get to [PERSON] 's . 	0
I triangulated her cell . 	0
Tell me something . 	0
Yes . Have you got [PERSON] in a can ? 	0
[LOCATION] sir . 	0
This way [PERSON] . Your party 's waiting . 	0
I do n't think you do . 	0
You 've been here a long time . 	0
Some do it with a look . 	0
You do not know lie without blinking . 	0
The trouble with me ? I 'm not very good at looking ahead . 	0
Yes sir . 	0
What would you think of me ? 	0
He 's not dead . 	0
of establishing their dominion in full-spectrum dominance over the planet . 	0
Exactly how you disrupted their state 's vote . 	0
You 're right . But my scarf is n't torn . 	0
Do you have a gun ? 	0
It 's a glitch in your system . 	0
No I got him . - [ORGANIZATION] ! 	0
Ten ! 	0
I 'm the first to go . 	0
She 's [LOCATION] . 	0
You just go . 	0
Any vampires around these parts Pa ? 	0
[PERSON] can I have one too ? 	0
What was found here ? 	0
[LOCATION] ? 	0
I told you I did n't do anything illegal and I did n't . 	0
How do you do ? 	0
I bet they 're some poor kid 's they are . 	0
I named her mommy . I named her mommy . 	0
This is not about money . 	0
[PERSON] [ORGANIZATION] and Torlato-Favrinis . 	0
Hit the bed . 	0
To the four of the afternoon the [ORGANIZATION] talks with it I adopt and it threatens to denounce it to the woman . 	0
When she was investigating [PERSON] shooting the captain I was n't a Grimm . 	0
Senor [PERSON] ? 	0
I tell a lie . 	0
I 'm [PERSON] . 	0
Any questions ? 	0
So [LOCATION] pulls over by this joint . 	0
Stay with the lieutenant . [ORGANIZATION] him I 'll be there soon to explain all right ? 	0
[LOCATION] him it 's only because I like his smiling face et cetera you know the usual horse manure . 	0
I 've seen it before . 	0
I can feel it . 	0
There 's a new man . 	0
What ? Proving fraud consists of five elements . 	0
I 'm [PERSON] 's mother . 	0
Were you in danger ? 	0
What are you doing here ? 	0
[LOCATION] reports say the weapon which downed the plane was an American-built hand-held missile called the Stinger . 	0
Come on we go . 	0
Is that all sir ? 	0
[PERSON] . 	0
And what else ? 	0
Because of this attempted prison break [PERSON] would have to serve additional time . 	0
We are to immediately proceed with proactive searches . 	0
[LOCATION] this . He 's a Night Saint . 	0
[LOCATION] . 	0
