sentence	label
But I think that the [LOCATION] government could do a much better job in answering the quite legitimate questions that people have about what 's going on with unidentified aerial phenomena . 	0
It 's time to sleep . 	0
My father . 	0
They knew him well enough . 	0
There 's all this melodrama as if cartoon hit men in white-on-white ties are going to walk in and try to kill him . 	0
Not if it is n't true . 	0
Let 's continue the meeting . 	0
Yes . 	0
The witnesses said it was a clean take-out . 	0
[LOCATION] and thread . 	0
Yes . 	0
You work here ? 	0
For what he is . 	0
We 're going now . 	0
There was no beginning . 	0
She will . 	0
[LOCATION] ? 	0
[LOCATION] . 	0
[LOCATION] luck for the next . 	0
Thank you . 	0
Good evening everyone . 	0
Then there were hypnotists and harmonic treatments . 	0
[LOCATION] . 	0
That 's right sir . 	0
Yes . 	0
[LOCATION] ! You may remember me 	0
For a while he was a bagman for a pad in the [LOCATION] . 	0
With fair hair blue eyes lost at age 8 when civil war broke out in the [LOCATION] ? 	0
No further questions Your Honor . 	0
So you said you 've known her about a month ? 	0
Why not do it now ? 	0
[LOCATION] ready ? 	0
Yeah . 	0
We 'll set you ashore in [LOCATION] . 	0
You do n't know ? 	0
They have to go through the straits . 	0
It will happen as it does for all of us . 	0
Does it buy the product for them ? 	0
And in recent weeks we 've reported on growing pressure by law enforcement officials and anti-sex trafficking groups for Backpage to shut down its adult services section the section where authorities say underage girls are sometimes sold for sex . 	0
Our principal claims are that Backpage is engaged in intentional criminal conduct . 	0
from the parking lot - and neither do you ! of the [ORGANIZATION] 	0
That 's all he says . 	0
Absolutely . 	0
I 'm counting that 's one . 	0
Do you mind if I see them alone ? - No sir . 	0
[LOCATION] is ... 	0
We 're just gon na pick up [PERSON] . 	0
[LOCATION] I wan na go out for a bit . 	0
He learned his lesson . 	0
Is decaf okay ? 	0
You heard the man . Please wait outside . 	0
That does n't make him yours . 	0
Chief of police . 	0
[LOCATION] mayii ? 	0
He just said they took her body . Who ? 	0
I 'll meet you at my place after the fight . 	0
[LOCATION] ? 	0
It 's [PERSON] . 	0
He thinks so . 	0
We thought anybody can understand this . 	0
Everything we 're gon na be eatin ' is on this table . 	0
[PERSON] did and a lot of other guys . 	0
[LOCATION] . 	0
Okay I have to study [PERSON] and [PERSON] . 	0
[PERSON] put your suitcase down here . 	0
90 % sure ? - 90 % señor . 	0
I know . 	0
Who is this ? 	0
What ? 	0
Here is a garbage truck . 	0
Thank you for the correction . 	0
We went to the very heart of the vessel ... The propulsion unit . 	0
We got the call . 	0
Would you identify him ? 	0
No no . 	0
[LOCATION] flush . 	0
Director of geophysics research for some of the country 's top oil companies . 	0
Yes Commissioner . 	0
I 've done my job for today . 	0
[LOCATION] ! 	0
You 've got a gun . 	0
[LOCATION] . 	0
I for example . 	0
[LOCATION] ? 	0
Perhaps it wo n't take ... 	0
Just park by the hydrant . 	0
[LOCATION] ! 	0
Your Pa 'd tell you . 	0
I work with everybody . 	0
And I stormed out . 	0
Thank you very much . 	0
Friends . 	0
We 've got 30 days survivors ' leave . 	0
I wanted to talk about this rapist you habitualized . 	0
Is there no a door of another side ? 	0
[PERSON] ! 	0
Force of habit . 	0
We 've shifted 80 percent of our resources to the urban pacification plan . 	0
I 'm [PERSON] . 	0
You must be confused senor . 	0
Just a few questions . 	0
Unless you want me here I 'm supposed to meet the coroner . 	0
[PERSON] was 6 ' 4 . 	0
He was known to me as [PERSON] from previous encounters . 	0
[LOCATION] ... 	0
I should explain something to you Governor . 	0
Go on . 	0
There 's no smell of gas . 	0
They 're on it sir . 	0
Yeah . 	0
He was working with the Royals . 	0
I 'm sorry to hear that but that is no excuse for criminal behavior . 	0
But when they 're underwater . 	0
The bar 's closed . 	0
Boy that old character mut be a kook . 	0
A lawyer ? 	0
It 's nothing I ca n't fix . 	0
[LOCATION] . 	0
This is the flat where [PERSON] is waiting . 	0
But the bombs are gone . 	0
I can say no more . 	0
That neither . 	0
Apparently [PERSON] asked [PERSON] to share [ORGANIZATION] . 	0
No he was Irish a little older . 	0
Who 's calling ? 	0
[LOCATION] ! 	0
That 's right . 	0
Everything he does everywhere he goes . 	0
Would n't trailer unless our dog went along . 	0
I do not peek . 	0
Oh thank you sir . 	0
You thirsty Pa ? 	0
My brother took all your cigarettes ? I have another pack . 	0
We 'll have to find new opportunities . 	0
[LOCATION] anyone else ? 	0
What are you doing ? 	0
And what kind of pasta do you have ? Macaroni and cheese . 	0
Right standard rudder . 	0
[LOCATION] ! 	0
Give me a minute . 	0
If I ca n't afford you as an independent who can ? 	0
She already died from multiple head injuries . [PERSON] ? 	0
No sensational drawings . Yes ? 	0
What ? Kirk and [PERSON] are having it out . 	0
I find . 	0
Three Captain . 	0
Blowing them up . 	0
We could n't discuss this plan unless there was a bedroom close by . 	0
She was n't shot . She was just dizzy . 	0
It 's in the roof of the Xobile . 	0
Within the intelligence communities they have something called ... 	0
It was a close fight . 	0
Do you like the song ? 	0
[LOCATION] is [PERSON] beat a second-rate fighter with so much glass in his jaw he oughta be a chandelier . 	0
[LOCATION] ! 	0
So I think we 're just gon na have to you know take all this with a very large grain of salt . 	0
And get it ready just in case . 	0
I think it 's the weed bruv . 	0
It 's a very busy time right now . 	0
[LOCATION] ? 	0
Yeah there was something there . 	0
It does n't matter who wins or loses just so long as Big Ben wins for Mayor . 	0
I did a catalogue with his names and residences . 	0
[LOCATION] in the stewards . 	0
It 's organic . 	0
I 'm confusing myself with meaning to drink . 	0
The accordion player is the gardener 's son . 	0
I will . 	0
No he ca n't . 	0
But there 's a limit . 	0
We were disguised . - [PERSON] ! 	0
No taxis ? 	0
What ? 	0
Uh not yet . 	0
I would say ... 30-40 per cent . 	0
And then got by us . 	0
[PERSON] [ORGANIZATION] . 	0
I did n't see this but one of the guys outside a Hundjager he followed me . 	0
I mean the train is so ... 	0
How much longer ? 	0
Surely you ask for [PERSON] long will I stay here . 	0
You 're gon na be out for as long as it takes -- 4 weeks 8 weeks however long . 	0
A hundred thousand dollars ? 	0
[LOCATION] it up . 	0
Nah I do n't need one . 	0
But I 'm here now . 	0
Undercover . 	0
[PERSON] was n't so hot . - I like those details . - [LOCATION] to side . 	0
My family . 	0
I think ... what [PERSON] wants us to do now is wait until everyone 's asleep break into that cupboard take the money and go . 	0
I do n't know what happened that night . 	0
[LOCATION] . 	0
What about grandma ? 	0
Use your jackets . 	0
[PERSON] maintained with maximum priority . 	0
I was n't looking where I was going . 	0
I took acid socially . 	0
The King is here . 	0
We 'll talk soon . 	0
There 's no [PERSON] . 	0
What is it ? 	0
They found carpet fibers from some other location . [PERSON] . 	0
This way [PERSON] . 	0
Put her in the house . 	0
Last night . We left her at [ORGANIZATION] 's . 	0
July 30 1944 . 	0
Oh Phyllis ! 	0
At the back are what bikers call [PERSON] and trucks good for hauling beer and Prospects without bikes . 	0
Misplaced ? 	0
[LOCATION] . - [LOCATION] zdorovye . 	0
I want to testify . 	0
And that happens . 	0
[GSP] get holtz [PERSON] and [ORGANIZATION] into my office at 3:00 this afternoon . 	0
[LOCATION] ? 	0
[LOCATION] ? - [PERSON] 's got to do it . 	0
Must have been 27 degrees to the shadow ! There was no a cloud in the sky . 	0
How it can be so certain ? 	0
You called me a little kumquat . 	0
When is that in human time ? 	0
God what 's our status ? 	0
If he looked in ... 	0
So she must have been the [ORGANIZATION] Cavendish entering in the room through that door . 	0
The money . 	0
Yesterday not man . I know what it did not take . 	0
Do you have me now ? 	0
It was my duty as a naval officer . 	0
This is how they 're drawing the likeness with anybody In a really long time . 	0
You must love that guy to do what you did for him . 	0
Sons of the free . 	0
[LOCATION] team . 	0
And now you 're gon na get it . 	0
What is the purpose of travel Count ? 	0
Then rising is better . 	0
That ai n't him . 	0
Let 's reconvene when you know more . 	0
Along with the judges she defied ... And the defense attorneys she defeated . 	0
[LOCATION] . 	0
Because [PERSON] may not be presentable any more . 	0
All I can say is we 're gon na do our best . Everything that can be done to ensure [PERSON] 's safety is being done . 	0
Learned his craft and so forth . Hm ? 	0
Do you have a reservation ? I see . 	0
You 've reached the voice mailbox of [PERSON] . 	0
Why do n't you just confess ? 	0
Snapper it was . 	0
But I did it . 	0
What you really need is someone who knows the territory . 	0
This is my life . 	0
That 's it . 	0
Can you make that without the silky cream sauce ? 	0
I need to see you . 	0
[LOCATION] ? - [LOCATION] kid . ( [ORGANIZATION] ) [PERSON] . 	0
So I liked [PERSON] . 	0
We got ta take this real cool . 	0
You you know ? 	0
There are 112 people aboard the vessel . 	0
I was just looking for some aspirin . 	0
Three hundred dollars . 	0
[PERSON] ! 	0
Will ! 	0
[LOCATION] this is [PERSON] . 	0
[LOCATION] . Nor 's mine . 	0
They 're playing games . 	0
Do you read the paper [PERSON] ? 	0
Yes . 	0
This train goes to [LOCATION] . 	0
Warships ! 	0
Police ! 	0
I 'll leave you these photos of them . 	0
And it 's 111 [FACILITY] York 11101 . 	0
He 's in hell . 	0
[LOCATION] . 	0
People all gone . 	0
Have you seen [PERSON] ? 	0
And this officially was released by the [ORGANIZATION] . 	0
Vice President of the local Vagos . 	0
[GSP] . 	0
Meet the ball . Hold onto the bat OK ? 	0
And time was running out fast . 	0
[LOCATION] . 	0
Daughter ! 	0
They want names . I give them names . 	0
[PERSON] there is a conclusion . 	0
I do n't know [PERSON] . 	0
But you do n't have to talk to them . 	0
Hold on I 'll find out . 	0
All I know you got me in a moody whip . 	0
And we have to save the professor In spite of himself . 	0
Yeah [PERSON] presently holding a passport from [LOCATION] so the accent probably fits . 	0
[PERSON] . 	0
I know . That was me . 	0
That 's all for him . 	0
Hey . 	0
I do n't intend to ... 	0
It is time for the Torlato-Favrinis to get off the world . 	0
0800 hours . [PERSON] and [PERSON] are in [LOCATION] . 	0
This happens . Industrial espionage . 	0
He 's resisting . There 's too much data . 	0
Last chance . 	0
I order those responsible to hand it over immediately . 	0
We have to go . - Let them wait . 	0
Ah what a business show business . 	0
[LOCATION] this is [PERSON] . 	0
[LOCATION] rate is 60 . 	0
How do you do ? 	0
More stallion than mare . 	0
No . 	0
In a way . 	0
Our first case for argument is Backpage versus Dart . 	0
Bye-bye . 	0
Do you see him ? 	0
Want some candy ? 	0
Ten . 	0
Twenty-six hundred . 	0
This is my other older brother . [PERSON] . 	0
No . 	0
Tell me . 	0
Here 's the interest . 	0
You drive to [PERSON] . 	0
Like me he was the first through the door the window the skylight . 	0
Every village every home . 	0
[LOCATION] . 	0
No . 	0
Excuse me . 	0
No I have n't . 	0
His friends are here . 	0
She saw it . She was there . 	0
Do you think father 's transport has already passed by here ? No . 	0
It wakes up early . 	0
You know it man . 	0
He tried to limit the scope of the fingerprint search to exclude his own . 	0
[LOCATION] history . 	0
[LOCATION] . 	0
[LOCATION] . 	0
Get up and come in sisters . 	0
And your son ? 	0
No to call [PERSON] . 	0
What you really want . 	0
She 's a tiger . 	0
Does lifting the spell have to do with an acupuncture point ? 	0
How far in does it have to be ? 	0
That 'll be all gentlemen . 	0
[LOCATION] give me a hand . 	0
[LOCATION] . 	0
[PERSON] came to see me last night . 	0
[LOCATION] . 	0
How did that happen ? 	0
Are you sure they 're here ? 	0
[LOCATION] . 	0
[PERSON] ... 	0
I majored in journalism at the university . 	0
A very old [LOCATION] family . 	0
Mrs. Stubbs ! 	0
We got the chief deputy with us . 	0
It comes . 	0
Women and children upstairs . 	0
Do you know what this is ? 	0
He is the Inspector Japp . 	0
[LOCATION] up in [LOCATION] . 	0
See that civilian down there ? 	0
He 's got a gun ! 	0
Let me ask you somethin ' Pablo . 	0
Was it [PERSON] ? 	0
I was wondering I do notes . 	0
How long 's that take ? 	0
I 'm not sure I want to go now . 	0
I 've been there . 	0
President [PERSON] . 	0
So people say . 	0
Five bucks . 	0
Do n't need no presents . 	0
Come on Congressman . 	0
All right I will ! 	0
You know maybe some place more affordable for you Even better for -- for isaac . 	0
I should go . 	0
Give this man [PERSON] a chance to challenge you for the heavyweight championship . 	0
Open the doors . 	0
[LOCATION] apart . 	0
Is that clear ? 	0
[LOCATION] somebody die or lose money or something ? 	0
You were the [FACILITY] Chief of staff years ago . 	0
What ? 	0
Let 's watch old movies all night . 	0
[LOCATION] speed at 50 fathoms . 	0
Maybe I 'll get lucky and fall . 	0
It 's the music I grew up with . 	0
[LOCATION] ! 	0
I 'll wait in the hall . 	0
Do n't sit down . 	0
[LOCATION] . 	0
[LOCATION] [PERSON] how 's that going ? 	0
There 's a train belonging to my government standing in [LOCATION] . There 's a carriage for myself and my assistants . 	0
This is the technique they 've used . 	0
We need to charter a flight . 	0
I made these calls ... To [LOCATION] from [LOCATION] 's apartment . 	0
Send all nearby units to the scene . 	0
Must be going around . 	0
Yeah . 	0
Well ... You . 	0
All right come here . 	0
[PERSON] [ORGANIZATION] ! 	0
Hell I got a whole yard full of stuff you can start in on next . 	0
[PERSON] [PERSON] . 	0
[LOCATION] ! 	0
[LOCATION] training plane moving north-east to south-west ... 	0
Hey what are you drawing there ? 	0
Can you hear me ? 	0
[LOCATION] care of you . Take care of you . 	0
[PERSON] wake up . 	0
What 's this ? 	0
'We go home . 	0
Sure . 	0
[LOCATION] ! 	0
Let 's keep the fish 's name daddy . 	0
[GSP] . 	0
This is my mom . 	0
Expensive tastes I would imagine . 	0
My conception of a captain is different from yours . 	0
Should we ? 	0
[LOCATION] ! 	0
I could see you were someone to reckon with ... - [PERSON] ? - Yes sir ? 	0
[PERSON] called [PERSON] . 	0
Why ? 	0
Professor ? 	0
Hey ! And do n't forget about the safe . 	0
That 's what I got was arrested for . 	0
From [ORGANIZATION] . 	0
... visit to [LOCATION] . 	0
l stopped off at the cabin . 	0
I 'm one of the partners . 	0
[LOCATION] ! 	0
No thank you . 	0
Hey ! 	0
[PERSON] . - What 's up ? 	0
Mr Canfil . 	0
So now I 'm on . 	0
Yes . Yes clear . 	0
I took care of the passports . 	0
Call me . 	0
[LOCATION] speaking . 	0
Who was the clown ? 	0
[PERSON] [PERSON] is in [LOCATION] . 	0
See that guy over there ? 	0
It 's from a [LOCATION] poem . 	0
What about the girl ? 	0
Which would explain the depth of his hatred for [PERSON] . 	0
[LOCATION] . 	0
Yes . 	0
Which is about the time your visits to the [LOCATION] became pretty regular . 	0
[PERSON] [ORGANIZATION] . [PERSON] . 	0
Yeah check with frank . 	0
[PERSON] ! 	0
She was hiding . 	0
when they decided to divert from [PERSON] Voice they said 	0
[LOCATION] ! 	0
No . 	0
All stations ready . Prepare for diving . 	0
You 're gon na go out ? 	0
It 's ... 	0
Chase it ! 	0
OK . 	0
It 's early days . 	0
[LOCATION] like that . 	0
It 's yours . 	0
I did n't see it . 	0
Find him and meet us at the store . 	0
Is it fair to say ... That the chief deputy is the person in the office ... In whose judgement you place the greatest confidence ? 	0
Please ? 	0
[LOCATION] tower this is [PERSON] 1-3 requesting permission to land . 	0
Yeah . 	0
[LOCATION] you OK ? 	0
[LOCATION] . What can I get you ? 	0
What 's this Sophia ? 	0
The first notebook is worthless scientifically speaking . 	0
I think [PERSON] would like the best jock riding him . 	0
There are no rabbits in [LOCATION] . 	0
We should be there in about 50 minutes . 	0
Who 's this ? 	0
[LOCATION] . 	0
[LOCATION] service for [PERSON] please . 	0
Yes I 'm an operator . 	0
Come on ! 	0
[LOCATION] nitrogen . 	0
[LOCATION] ! 	0
Take a couple sir . 	0
How 'd you like to have [PERSON] for a mother ? Or [PERSON] ? 	0
[PERSON] [ORGANIZATION] ! 	0
[PERSON] up ! 	0
Do you have an extra pair of socks [PERSON] ? 	0
[LOCATION] . 	0
He 's fighting . 	0
I saved the document . 	0
Yo Viv . 	0
It was uh an open secret that the president used a wheelchair most of the time . 	0
Let 's go . 	0
Everything in his profile indicates a fierce sense of duty . 	0
Well wait . 	0
I 'll have Wu meet us . 	0
[LOCATION] ! 	0
There has been a kidnapping in [LOCATION] . 	0
2035 	0
You know what it 's like uh ... 	0
No ... 	0
Some things have come up and well 	0
Your Highness slept well ? 	0
[LOCATION] asks us to send more troops for its offensive in Flanders . 	0
You 're on duty . 	0
OK I want everyone over . 	0
[LOCATION] of . 	0
I do n't know . 	0
No ! 	0
[LOCATION] permission to come on board . 	0
[LOCATION] again . 	0
[LOCATION] by to lower away . 	0
I 'll give you two weeks . 	0
They 've seen the bag ! 	0
You 're wearing pajamas . 	0
I 'd rather not . 	0
They do n't want to . 	0
A heroic thought [PERSON] . 	0
We are at the base 	0
[LOCATION] . 	0
It 's late . 	0
I was at a diner . 	0
Something . 	0
Ma'am how old is your daughter ? She is 18 . 	0
Junior ! 	0
Sit down there . 	0
And he 's wondering what you 're doing in their bar . 	0
The jock say he won with a double handful . 	0
Morning I 'm Ted . 	0
Maybe you do ... really do . 	0
Yes it is . 	0
[LOCATION] picker and watch house will be the first two to come forward . 	0
[LOCATION] . 	0
I have a wife and a child and a dog . 	0
It has occurred to you of course that I intend to marry [PERSON] . It has occurred to me . 	0
I bear them no malice . I 'm sorry for them . 	0
Now she has his fingerprints . 	0
If that 's what you want . 	0
You remember this guy . 	0
[PERSON] [ORGANIZATION] . 	0
At a moment it tears the letter in three long strips . 	0
Of course . That 's it . 	0
If [PERSON] is immune from liability that has to mean that this immunity actually extends to intentional criminal conduct . 	0
And however [PERSON] santíssimo 	0
They 're hollow . 	0
Get him off . 	0
[PERSON] [ORGANIZATION] . 	0
We can always let nature take its course . 	0
Oh ! - Ho ! - [LOCATION] ho ! 	0
The blond was made in [LOCATION] USA . 	0
Go on see who it is ! 	0
Remarkably [ORGANIZATION] [PERSON] formerly a [ORGANIZATION] Justice will be one of three judges hearing the case . 	0
This should give him a headache . 	0
If you like I could ask my husband when he comes back . He knows everybody about town . 	0
[LOCATION] to me [PERSON] . 	0
[PERSON] ? 	0
I thought nobody puts [PERSON] in the corner . 	0
I went to the monastery . I brought an ointment most effective . 	0
All your personal problems resolved ? 	0
Oh she has been told already senor . 	0
Have you ever had any homosexual experiences Mr [PERSON] ? 	0
If you want I got almost a dollar . 	0
It 's a lard can . 	0
You do n't mind an occasional metaphor do you ? 	0
It 's a little temperamental . 	0
Do n't worry just whistle famous [PERSON] 's famous 9th symphony . 	0
I 'm worried . I 'm going to find [PERSON] . 	0
Each woman a payment . 	0
Come out come out wherever you are ... 	0
And [PERSON] gave her word that she wo n't pay the ransom until the deadline 's closer . 	0
Would you like to make a statement ? 	0
I wonder if he 's got change for a 20 . 	0
[PERSON] [ORGANIZATION] ! Talk about needing fashion school . 	0
My name is [PERSON] . 	0
Just close your eyes and remain indifferent . 	0
♪ ♪ We 're getting close about 1/4 of a mile . 	0
They must be appointed in [LOCATION] because I do n't know of anybody ever getting elected whose mother was not an angel . 	0
Sure . 	0
I 've known [PERSON] for years . 	0
Get the laptop for the wire transfer . 	0
Let 's get to the airport . 	0
And praying . 	0
So do I . 	0
How did you find out ? It does n't matter how I found out . 	0
Give her some money . 	0
Would you like to go to a movie with me sometime ? Okay . 	0
driven by an unknown force that enables the brain to function . 	0
They actually photographed the [ORGANIZATION] following the missile as it climbed into space and shining a beam on it which should 've neutralized the missile . 	0
Will you go along with their agenda ? 	0
All rise . 	0
A warship . 	0
Cassiday coming alongside sir . 	0
If we can force them to come in and face us we might actually have a chance to overpower them and escape . 	0
You reject it . 	0
Go on ! 	0
Well when I was a kid we had a [LOCATION] stud . 	0
You got it ! 	0
You 'll take me . 	0
See I 'm a warrior but I 'm also a businessman . 	0
This is a very important thing for the public to understand . 	0
You 're not an expert on psychiatry but you made the diagnosis . 	0
Come on it 's me [PERSON] . 	0
Thank you . 	0
Judge McGraff ? 	0
Uh off message throughout . 	0
No it 's OK . 	0
What do you mean ? 	0
There are things that have a eternal youth ... 	0
That 's [LOCATION] ? 	0
Oh well it 's my own fault . 	0
Would you explain to the jury what a tubal ligation is ? 	0
Yeah [PERSON] made that for me . 	0
Look you just -- Just repeat this name to anybody who might bother you . 	0
Any more questions ? 	0
Your pleasure as a woman . 	0
No Juliette . 	0
Now what 's going on ? 	0
I am not what I seem . 	0
Hey you know what ? 	0
I hope I 'm not rushing you . 	0
You want to talk about something ? 	0
They 're nice to credit cards . OK . 	0
Eyewitnesses report the plane exploded less than a minute after takeoff . 	0
I 'm paying you . 	0
All the more reason to spy the daylights out of 'em . 	0
Before I pick you up and throw you to the fish . 	0
The Presidential Suite . 	0
You tell me [GSP] . 	0
We belong out there anyway . 	0
Yeah I 'm trying to get through to housekeeping . 	0
[PERSON] 's not available . 	0
[LOCATION] ! 	0
The chick ! - [PERSON] 's girl ! 	0
Where 's the wireless ? 	0
What 's this got to do with me ? 	0
And eh ... we took it from the [ORGANIZATION] gang . 	0
Keep the pack . I 've got more . 	0
Completely . 	0
She 's [PERSON] . 	0
[LOCATION] . [PERSON] down . 	0
What about the others ? 	0
How did it go ? 	0
And there 's numbers all over the place . 	0
You must be wondering why I called you here . 	0
[LOCATION] dog ! 	0
[LOCATION] 's meat . 	0
A policeman 's . 	0
It 's [PERSON] my [LOCATION] teacher . 	0
[LOCATION] . 	0
What is it ? 	0
We 've got to take her with us . 	0
Who would want to live in a graveyard ? 	0
Come on . 	0
Braces in place sir . 	0
At five hours you . 	0
We are ? 	0
The accused and his woman were living with some luxury at his home of the mother 	0
I dreamt him . 	0
If the strychnine was not in the coffee and we know that it was not in the cocoa where it was ? 	0
Send the police to the [ORGANIZATION] . 	0
[PERSON] ! 	0
It rained all that day and all that night . 	0
Leave the juice alone we got a lot to do yet . 	0
What are you after ? 	0
[LOCATION] jury investigation . 	0
This never happened . 	0
You do ? 	0
Take it easy . 	0
Let 's take a walk . 	0
God ... 	0
[LOCATION] soup . 	0
'Death is part of the game . 	0
I guess I did . 	0
What sister ? - Rolf her twin sister Clarissa . 	0
I think we can do something very special with your company . 	0
He 's right under the law . 	0
What ? 	0
[PERSON] [PERSON] July 8th 1947 . 	0
It 's not her . 	0
Here I 'm giving you $ 25 . 	0
Where is she ? 	0
Yours ? 	0
So have I . 	0
... there 's movement underground . 	0
And every day since you started . The usual ? 	0
The next day I call [PERSON] . 	0
And all the puzzle pieces come together . 	0
[LOCATION] early in the day even for me [PERSON] . 	0
What ? 	0
I 'll call you a little later okay ? - ( Beeps ) Okay e-e-bye . 	0
All right I 'll tell him . 	0
[LOCATION] this joint 's wide open . No it 's a drag . 	0
It 's going to come on live . 	0
Let 's go . - [LOCATION] . 	0
You officers approve ? 	0
You had this in mind all the time . You want to escape . 	0
He does n't just take no as an answer . 	0
Obviously . 	0
Oh [PERSON] could you just stay for a minute please ? 	0
So you called me ? 	0
Are you gon na take on ballast ? 	0
Your seats are up at the head of the train are n't they ? 	0
Tied up last yeah . 	0
[LOCATION] . 	0
[LOCATION] approval to release him . 	0
There 's a catch I 'm afraid . Have you heard of [LOCATION] weller ? 	0
Keep an eye on it . 	0
Oh my God ! 	0
I have two wishes left [PERSON] . 	0
Why [PERSON] what a thing to say ! 	0
Hey it 's me ! 	0
[LOCATION] compressors and prime ! 	0
[LOCATION] . 	0
' I understand right ? 	0
What do you mean ? 	0
Let me in ! 	0
Bearing what flag ? 	0
Wait a minute I 'm ahead of you . 	0
It was logged in as a B file . 	0
You should know the law . 	0
[LOCATION] is due . 	0
Why do you need 25 copies of it ? 	0
It was [PERSON] . 	0
This gives me an idea . 	0
[PERSON] [ORGANIZATION] ! 	0
Come on ! 	0
I beg your pardon ? 	0
His name is [PERSON] . 	0
I say there 's a key . 	0
[LOCATION] on the standard lights . 	0
What ? 	0
Well if we 're Americans then we are salesmen right ? 	0
But go tell your mom . 	0
Hey it is them ! 	0
Come on . 	0
Then they 'll meet with you . 	0
[PERSON] [PERSON] head of the [ORGANIZATION] between 1975 and 1991 . 	0
Get going [PERSON] ! [PERSON] ! 	0
You have carried your work As far as terrestrial science permits . 	0
I 'm coming with you ! 	0
OK we 'll go out there . 	0
No ? What about you and [PERSON] ? 	0
We 're gon na change compartments okay ? 	0
Why do n't you try it ? 	0
In truth you do n't know anything about mental illness . 	0
It looks like [PERSON] 's here . 	0
How do you lift the spell ? 	0
I do n't know what you 're talking about . 	0
I mean it 's just another week right ? 	0
He knew what it would be like with us . 	0
But things are happening . 	0
Everything about them is ... 	0
Is there a seat on your plane ? 	0
Well how 's that ? 	0
What ? 	0
Giants ! 	0
I have a personal sports trainer . 	0
Are you in love with her ? 	0
We 'll bury it . 	0
I 'm not sure that I can walk in them . 	0
[LOCATION] . 	0
This is a poacher 's trap and you 're a poacher . 	0
It 's a pretty green huh ? 	0
What ? 	0
I read that . 	0
Countess you must help us . 	0
It 's your birthday . Neglected his duties by love . 	0
OK . 	0
Upstairs on the left . Thank you . 	0
I 'll do that . Uh ... I 'll go find him and I 'll just ask him where car 564 really is . 	0
No not perhaps . 	0
Perhaps threatening him with [ORGANIZATION] is n't the way . 	0
I want this . 	0
What 's the tip ? Mmm-mmm . 	0
I 'd like to go home . 	0
Ugly though . - The hands ? 	0
That decorator is harder to get an appointment with than the mayor . 	0
We 're here to see someone . 	0
I barely know her . I found her like this and I brought her here . 	0
As [PERSON] 's brash heroics . 	0
You actually believe that ? 	0
I 'm gon na get boarding passes . 	0
I never wrote it . 	0
Strawberries . 	0
[LOCATION] . 	0
You have never seen me before today ? 	0
Take him up ... 	0
Whoever knows the host ? 	0
[LOCATION] . 	0
I know . 	0
It was really hard . 	0
[LOCATION] . 	0
What about the [ORGANIZATION] ? 	0
What ? 	0
[LOCATION] ! 	0
No you would n't . 	0
Why ? It brings out the flavour in the champagne . 	0
Well see you ! 	0
You think that 's what 's driving him ? 	0
What are you ? 	0
On final . Tally-ho . One more thing . 	0
And 194 stayed afloat without the executive officer taking command . 	0
[PERSON] [ORGANIZATION] anything further ? 	0
You sound like a woman with a mission . I am . 	0
All right Nick I need you to slow down . 	0
This is for ... 	0
[LOCATION] there ever a temple here ? 	0
They just sit there like they 're waiting on something . 	0
I got Roger the Dodger . 	0
Go ! 	0
Just old friends . 	0
Tough break for [PERSON] . 	0
Evie can not be true ! 	0
Shall I go ? 	0
He must have learned it from the tourists . 	0
Five mils per . 	0
That seems obvious . 	0
What do they want with us ? 	0
Now which is it gon na be ? 	0
[PERSON] [ORGANIZATION] . 	0
[LOCATION] . 	0
He 's got blood type A . 	0
So for that purpose he 's just bought [LOCATION] too . 	0
[PERSON] Molto you have completed your search ? 	0
In her medicine cabinet ? 	0
What ? ! 	0
Now you take the sulfur-bottomed whale the most powerful animal in existence . 	0
You policemen ? 	0
The manuscript was in three notebooks . 	0
[LOCATION] . 	0
What did you say ? 	0
'Hello [ORGANIZATION] . 	0
I 'll be paying with cash . 	0
Let 's go . 	0
You 're sorry ? 	0
[LOCATION] out . 	0
I did n't see no gun . 	0
It appears I need one card . 	0
[GSP] . 	0
Well make up a time . You know a time like you know . 	0
I 've got eyes in my hands . 	0
They 've got ... somebody else on the train besides the two guys . 	0
I want to meet them in the morning and agree a contract . 	0
You must relax . 	0
[LOCATION] this is Two . 	0
[LOCATION] . 	0
ln the morning . 	0
You 're left holding it . 	0
What do you do for kicks here ? 	0
Is n't that a metaphor ? 	0
Ring the alarm ! 	0
You 've thought a lot about this . 	0
[LOCATION] . 	0
Let him back in [LOCATION] now . 	0
Have n't you anything to say ? 	0
[PERSON] I-I want to be friends . 	0
I was under the impression you wanted to go to college . 	0
He came walking out of the bedroom . He was dead a minute before . 	0
You see the moon out there ? 	0
Three F4Fs proceeding north-east to south-west . 	0
Hey ! 	0
Where did you get it ? 	0
Here ? 	0
[LOCATION] let 's go back to the town . 	0
[LOCATION] . 	0
His . 	0
I do n't want to miss this flight . I have a special rate . 	0
Comment ? 	0
Maybe just this once for [PERSON] Edwards you could make an exception to your rule . 	0
We must break free of the reef . 	0
If you use guns ... 	0
[LOCATION] do it ! 	0
[LOCATION] ! 	0
Did n't she call you ? 	0
[LOCATION] ai n't being rude . 	0
Two [LOCATION] . [PERSON] that three . 	0
What 's your name son ? What shall I call you ? 	0
A record . 	0
They are two pounds and three pence please . 	0
